
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFMP2 (A|mn)                        :      0.183u      0.000s      0.024w      3 calls
DFMP2 (A|mn)C_mi                    :      0.067u      0.000s      0.002w      3 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia Write                     :      0.033u      0.000s      0.001w      3 calls
DFMP2 Bia                           :      0.333u      0.017s      0.031w      3 calls
DFMP2 Metric                        :      0.283u      0.017s      0.029w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.001w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.000u      0.000s      0.001w      3 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w      3 calls
DFMP2 Energy                        :      0.000u      0.000s      0.002w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.000w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      1.117u      0.033s      0.117w      3 calls
| Libint2ERI::Libint2ERI            :      0.800u      0.033s      0.083w      3 calls
DFH: initialize()                   :      1.533u      0.217s      0.172w      3 calls
| Libint2ERI::Libint2ERI            :      0.667u      0.033s      0.068w     21 calls
| DFH: AO Construction              :      0.250u      0.000s      0.024w      3 calls
| DFH: AO-Met. Contraction          :      0.050u      0.000s      0.008w      3 calls
HF: Form core H                     :      0.050u      0.000s      0.006w      3 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      3 calls
HF: Guess                           :      1.717u      0.133s      0.185w      3 calls
| SAD Guess                         :      1.667u      0.133s      0.180w      3 calls
HF: Form G                          :      0.150u      0.000s      0.023w     25 calls
| JK: D                             :      0.000u      0.000s      0.000w     25 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     25 calls
| JK: JK                            :      0.133u      0.000s      0.022w     25 calls
| | DFH: compute_JK()               :      0.133u      0.000s      0.022w     25 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     25 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.011w     25 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.010w     25 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     25 calls
HF: Form F                          :      0.000u      0.000s      0.001w     25 calls
HF: Form D                          :      0.033u      0.000s      0.000w     25 calls
HF: DIIS                            :      1.567u      0.033s      0.154w     22 calls
HF: Form C                          :      0.133u      0.000s      0.024w     22 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      3 calls
DFMP2 Aia                           :      3.283u      0.083s      0.340w      3 calls
| Libint2ERI::Libint2ERI            :      2.700u      0.067s      0.277w     18 calls
| DFMP2 (A|mn)                      :      0.183u      0.000s      0.024w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.067u      0.000s      0.002w      3 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.001w      3 calls
| DFMP2 Aia Write                   :      0.033u      0.000s      0.001w      3 calls
DFMP2 Bia                           :      0.333u      0.017s      0.031w      3 calls
| DFMP2 Metric                      :      0.283u      0.017s      0.029w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.001w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.000u      0.000s      0.001w      3 calls
| DFMP2 Bia Write                   :      0.000u      0.000s      0.001w      3 calls
DFMP2 Energy                        :      0.000u      0.000s      0.002w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.000w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Thu Dec 28 16:19:55 2023
Timers Off: Thu Dec 28 16:19:58 2023

Wall Time:        3.81 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      1.433u      0.033s      0.146w      3 calls
Libint2ERI::Libint2ERI              :      4.900u      0.150s      0.503w     60 calls
DFH: initialize()                   :      1.700u      0.250s      0.195w      3 calls
DFH: AO Construction                :      0.183u      0.000s      0.021w      3 calls
DFH: AO-Met. Contraction            :      0.083u      0.000s      0.009w      3 calls
HF: Form core H                     :      0.067u      0.000s      0.007w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.004w      3 calls
HF: Guess                           :      2.067u      0.150s      0.221w      3 calls
SAD Guess                           :      2.000u      0.150s      0.215w      3 calls
HF: Form G                          :      0.183u      0.000s      0.026w     25 calls
JK: D                               :      0.000u      0.000s      0.000w     25 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     25 calls
JK: JK                              :      0.167u      0.000s      0.024w     25 calls
DFH: compute_JK()                   :      0.133u      0.000s      0.024w     25 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     25 calls
DFH: compute_J                      :      0.050u      0.000s      0.011w     25 calls
DFH: compute_K                      :      0.067u      0.000s      0.012w     25 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     25 calls
HF: Form F                          :      0.000u      0.000s      0.001w     25 calls
HF: Form D                          :      0.000u      0.000s      0.000w     25 calls
HF: DIIS                            :      1.783u      0.050s      0.185w     22 calls
HF: Form C                          :      0.250u      0.017s      0.029w     22 calls
DFMP2 Singles                       :      0.017u      0.000s      0.000w      3 calls
DFMP2 Aia                           :      3.433u      0.117s      0.356w      3 calls
DFMP2 (A|mn)                        :      0.200u      0.000s      0.023w      3 calls
DFMP2 (A|mn)C_mi                    :      0.050u      0.000s      0.002w      3 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia Write                     :      0.017u      0.000s      0.001w      3 calls
DFMP2 Bia                           :      0.283u      0.017s      0.031w      3 calls
DFMP2 Metric                        :      0.267u      0.000s      0.028w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.001w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.000u      0.017s      0.001w      3 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w      3 calls
DFMP2 Energy                        :      0.050u      0.000s      0.002w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.000w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      1.433u      0.033s      0.146w      3 calls
| Libint2ERI::Libint2ERI            :      1.017u      0.033s      0.103w      3 calls
DFH: initialize()                   :      1.700u      0.250s      0.195w      3 calls
| Libint2ERI::Libint2ERI            :      0.867u      0.017s      0.086w     21 calls
| DFH: AO Construction              :      0.183u      0.000s      0.021w      3 calls
| DFH: AO-Met. Contraction          :      0.083u      0.000s      0.009w      3 calls
HF: Form core H                     :      0.067u      0.000s      0.007w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.004w      3 calls
HF: Guess                           :      2.067u      0.150s      0.221w      3 calls
| SAD Guess                         :      2.000u      0.150s      0.215w      3 calls
HF: Form G                          :      0.183u      0.000s      0.026w     25 calls
